staff_id,department,grade,contract_type,fte,start_date,last_promotion_date,gender,ethnicity,exit_date
S02961,IT Services,G6,Permanent,0.44,2019-09-22,,Male,White,2020-05-02
S02962,Sales,G9,Permanent,1.0,2016-11-11,,Male,White,
S02963,Estates,G4,Fixed-term,1.0,2015-03-07,,Female,White,
S02964,IT Services,G7,Permanent,1.0,2018-06-11,,Male,White,
S02965,HR,G5,Permanent,0.28,2018-04-06,,Female,White,
S02966,Marketing,G5,Permanent,1.0,2008-05-14,,Female,White,
S02967,Finance,G5,Permanent,1.0,2014-12-23,,Female,White,
S02968,Sales,G3,Fixed-term,1.0,2012-07-18,,Female,White,
S02969,Estates,G4,Permanent,1.0,2017-06-01,,Male,White,
S02970,Legal and Governance,4,Fixed-term,0.71,2010-05-27,,Male,White,
S02971,Sales,G8,Permanent,1.0,2018-11-10,,Female,White,
S02972,Communications,G8,Permanent,1.0,2023-03-26,,Male,White,
S02973,Planning,G6,Permanent,1.0,2014-11-04,,Female,Asian,
S02974,Procurement,G6,Permanent,1.0,2017-02-17,,Male,Asian,
S02975,Communications,G4,Permanent,0.27,2018-09-13,2024-09-11,Male,Other,
S02976,Research and Development,G3,Fixed-term,1.0,2012-03-23,,Female,Black,2017-05-12
S02977,Estates,G5,Permanent,0.76,2010-06-09,,M,Mixed,
S02978,Sales,6,Fixed-term,0.89,2013-08-24,,Male,White,2022-09-04
S02979,Facilities,G5,Fixed-term,1.0,2011-10-09,2015-10-08,Female,White,
S02980,Legal and Governance,G8,Permanent,1.0,2017-10-03,,Male,White,
S02981,Procurement,G4,Permanent,1.0,2022-06-03,,Female,White,
S02982,Facilities,G3,Permanent,0.23,2019-07-23,,Male,White,2021-02-01
S02983,Sales,G9,Permanent,1.0,2020-10-23,,Female,White,
S02984,Communications,G5,Permanent,1.0,2024-04-02,,Male,White,2024-10-18
S02985,Procurement,G5,Fixed-term,1.0,2023-07-12,,Male,White,2023-10-17
S02986,Customer Services,G9,Permanent,1.0,2018-07-10,,Female,White,
S02987,IT Services,G3,Fixed-term,1.0,2016-12-18,,Female,White,
S02988,Marketing,G5,Permanent,1.0,2015-10-14,2020-10-12,Female,White,
S02989,Legal and Governance,G4,Fixed-term,1.0,2018-10-08,,Female,White,
S02990,IT Services,G6,Permanent,1.0,2022-07-27,,Male,Black,
S02991,Finance,G4,Fixed-term,1.0,2014-04-04,,Female,White,
S02992,Sales,G6,Permanent,1.0,2008-09-25,2014-09-24,Male,Asian,
S02993,Estates,G6,Permanent,1.0,2019-12-04,,Male,White,
S02994,Facilities,G3,Permanent,1.0,2023-07-15,,Male,White,
S02995,Estates,G3,Permanent,1.0,2012-04-02,,Male,White,
S02996,Research and Development,G5,Permanent,1.0,2013-07-05,,Female,Asian,
S02997,Security,G5,Permanent,1.0,2021-09-08,2026-09-07,Male,White,
S02998,Estates,G6,Permanent,1.0,2012-07-30,,Male,Asian,2022-02-01
S02999,Facilities,G6,Permanent,1.0,2008-09-25,,Male,White,
S03000,Commercial Services,G7,Permanent,0.5,2022-05-31,,Female,White,
S03001,Marketing,G4,Permanent,1.0,2017-09-10,,Female,White,
S03002,Communications,G4,Permanent,0.42,2016-07-17,2021-07-16,Female,White,
S03003,Communications,G4,Fixed-term,1.0,2023-06-13,,Female,Asian,
S03004,Estates,G4,Permanent,1.0,2018-05-20,,Female,White,
S03005,Legal and Governance,G5,Permanent,1.0,2016-06-27,,Female,White,
S03006,Customer Services,G6,Permanent,1.0,2017-07-26,2020-07-25,Male,White,
S03007,Planning,G3,Fixed-term,1.0,2022-01-15,,Male,White,
S03008,Customer Services,G7,Permanent,1.0,2012-12-27,2015-12-27,Male,White,
S03009,Customer Services,G5,Permanent,0.34,2019-08-10,,Male,White,
S03010,Commercial Services,G7,Fixed-term,0.47,2022-01-20,,Male,White,
S03011,Legal and Governance,G4,Permanent,1.0,2011-01-28,,Female,Asian,
S03012,Finance,G4,Permanent,1.0,2009-10-01,,Male,White,2023-02-15
S03013,Communications,G6,Permanent,1.0,2012-04-10,,Male,White,
S03014,Communications,G5,Permanent,1.0,2013-08-31,2018-08-30,Female,White,
S03015,Planning,G6,Permanent,1.0,2008-08-27,,Male,White,2017-09-14
S03016,Marketing,G6,Fixed-term,1.0,2017-03-03,,Female,White,
S03017,Communications,G6,Permanent,1.0,2017-05-10,,Male,Mixed,
S03018,Facilities,G8,Permanent,1.0,2013-07-30,,Female,White,
S03019,HR,G6,Permanent,0.85,2019-07-27,,Male,Asian,
S03020,Commercial Services,G5,Fixed-term,1.0,2019-06-04,,Female,White,
S03021,Sales,G7,Permanent,1.0,2012-06-17,,Female,White,
S03022,Finance,G4,Permanent,0.67,2008-03-01,,Female,White,
S03023,Commercial Services,G5,Fixed-term,0.88,2016-09-22,,Male,White,
S03024,Research and Development,G6,Fixed-term,0.21,2024-10-27,,Other,Black,2024-11-21
S03025,HR,G7,Permanent,1.0,2016-11-15,,Male,White,
S03026,HR,G4,Fixed-term,0.31,2019-07-25,2023-07-24,Female,Mixed,
S03027,Commercial Services,G9,Permanent,0.85,2018-10-31,,Male,White,
S03028,IT Services,G4,Permanent,1.0,2022-11-18,,M,White,
S03029,Sales,G4,Permanent,1.0,2017-12-25,,M,White,2022-04-17
S03030,Communications,G7,Permanent,1.0,2013-01-29,,Male,White,
S03031,Marketing,G5,Fixed-term,1.0,2018-04-15,,Male,White,
S03032,Legal and Governance,G4,Permanent,0.66,2010-02-13,,Female,White,
S03033,Security,G8,Permanent,1.0,2022-02-20,,Male,White,
S03034,Communications,G7,Permanent,0.24,2010-06-23,,Male,White,
S03035,Communications,G4,Permanent,1.0,2021-08-21,,Female,Asian,
S03036,Marketing,G5,Fixed-term,1.0,2023-06-16,,Male,Asian,
S03037,Sales,G4,Permanent,1.0,2016-07-30,,Female,White,
S03038,Security,G5,Permanent,1.0,2017-02-01,,Male,Asian,
S03039,Sales,G6,Permanent,1.0,2017-09-10,,Female,Asian,
S03040,Finance,G5,Permanent,1.0,2014-10-28,2020-10-26,Female,White,
S03041,Sales,G5,Permanent,1.0,2024-10-07,,F,White,
S03042,Procurement,G7,Permanent,1.0,2011-12-14,,Female,White,
S03043,Customer Services,G4,Fixed-term,1.0,2023-08-19,,Female,White,
S03044,Planning,G7,Fixed-term,0.88,2017-12-14,,Female,White,
S03045,Procurement,G4,Permanent,1.0,2023-11-23,,Male,Mixed,
S03046,Communications,G5,Permanent,0.33,2015-07-06,,Female,White,
S03047,IT Services,G5,Fixed-term,1.0,2019-12-25,,Male,Other,
S03048,Legal and Governance,G6,Permanent,1.0,2021-10-25,,Female,Asian,2024-08-19
S03049,Finance,G7,Permanent,1.0,2018-03-23,,Female,White,2024-09-18
S03050,HR,G8,Permanent,1.0,2013-02-05,,Female,White,
S03051,Commercial Services,G6,Permanent,1.0,2008-02-15,,Male,Black,2016-06-17
S03052,Customer Services,G4,Permanent,1.0,2016-01-25,2020-01-24,Male,White,2024-01-03
S03053,Marketing,G3,Fixed-term,1.0,2019-05-01,,Male,White,
S03054,Finance,G6,Permanent,1.0,2014-08-19,,M,Other,
S03055,Planning,G4,Fixed-term,1.0,2011-01-05,,Female,White,
S03056,Planning,G5,Permanent,1.0,2011-07-31,,Female,White,
S03057,Facilities,G4,Permanent,1.0,2022-07-28,,Male,White,
S03058,Research and Development,G5,Fixed-term,1.0,2013-10-18,,Male,White,2018-02-23
S03059,Customer Services,G5,Fixed-term,1.0,2018-12-27,2023-12-26,Female,Mixed,
S03060,Finance,G6,Permanent,1.0,2011-07-13,,Female,White,
S03061,Customer Services,G7,Permanent,0.24,2015-12-08,,Male,White,
S03062,IT Services,G6,Permanent,1.0,2019-11-29,,Other,White,
S03063,IT Services,G3,Permanent,0.4,2013-12-28,,Female,White,
S03064,Marketing,G4,Fixed-term,1.0,2017-06-17,2022-06-16,Female,White,
S03065,Communications,G7,Permanent,1.0,2016-07-23,,Female,White,
S03066,Marketing,G5,Permanent,1.0,2023-06-22,,Female,Asian,2023-11-03
S03067,Legal and Governance,G8,Permanent,1.0,2024-04-24,,Female,White,2024-05-03
S03068,Communications,G7,Permanent,1.0,2009-03-19,,Male,White,2024-07-29
S03069,Customer Services,G3,Permanent,1.0,2019-02-17,,Female,White,
S03070,Estates,G6,Permanent,1.0,2014-10-08,,Male,Asian,
S03071,Communications,G6,Permanent,1.0,2023-08-05,,Other,Mixed,
S03072,Procurement,G6,Permanent,1.0,2012-02-19,,Female,White,2013-01-16
S03073,Planning,G6,Permanent,0.4,2011-11-05,,Male,Other,2017-11-02
S03074,Communications,G5,Permanent,1.0,2008-03-08,,Male,White,
S03075,IT Services,G5,Permanent,1.0,2024-04-09,,Male,White,2024-04-12
S03076,IT Services,G3,Permanent,1.0,2018-03-20,,Male,White,
S03077,Customer Services,G8,Permanent,1.0,2010-08-17,,Male,White,
S03078,Estates,G4,Permanent,1.0,2016-07-29,,Female,White,
S03079,Estates,G5,Permanent,1.0,2016-03-15,,Female,White,
S03080,Communications,G6,Permanent,1.0,2023-01-30,,Female,Mixed,2023-12-17
S03081,Communications,G8,Permanent,0.43,2018-01-22,2024-01-21,Male,Black,
S03082,Marketing,G7,Permanent,1.0,2019-04-14,,Male,White,
S03083,IT Services,G7,Permanent,1.0,2019-07-09,,Male,White,
S03084,Communications,G5,Fixed-term,1.0,2023-10-25,,Female,White,2024-01-07
S03085,IT Services,G6,Permanent,1.0,2017-06-21,,Female,White,
S03086,HR,G3,Fixed-term,1.0,2023-06-15,,Male,White,
S03087,Sales,G4,Fixed-term,1.0,2020-04-24,2024-04-23,Female,White,
S03088,Facilities,G4,Fixed-term,1.0,2009-10-23,,Female,Asian,
S03089,Estates,G5,Permanent,1.0,2011-08-25,,Male,White,2017-09-10
S03090,Communications,G4,Fixed-term,1.0,2022-04-25,,F,White,
S03091,Estates,G7,Permanent,1.0,2015-02-25,,Male,White,
S03092,Commercial Services,G4,Permanent,1.0,2018-01-16,2021-01-15,Female,White,
S03093,Legal and Governance,G7,Permanent,0.31,2018-05-07,2022-05-06,Male,Black,
S03094,Legal and Governance,G7,Permanent,1.0,2009-06-29,,Male,White,
S03095,IT Services,G6,Permanent,0.9,2023-07-08,,Other,White,
S03096,Sales,G4,Permanent,1.0,2017-11-28,2021-11-27,Male,White,
S03097,Estates,G7,Fixed-term,0.24,2022-12-03,,Male,Asian,
S03098,HR,G3,Fixed-term,1.0,2023-04-23,,Female,Black,
S03099,HR,G6,Permanent,1.0,2009-04-11,,Male,Asian,
S03100,Communications,G7,Permanent,1.0,2017-08-27,,F,White,
S03101,Estates,G6,Permanent,1.0,2022-02-21,,Female,White,
S03102,Estates,G5,Fixed-term,1.0,2016-11-21,,Male,White,
S03103,Commercial Services,G7,Permanent,1.0,2015-03-03,,Male,White,
S03104,Security,G6,Permanent,1.0,2020-12-09,,Male,Asian,
S03105,Planning,G7,Permanent,1.0,2016-08-30,,Female,White,
S03106,Marketing,G6,Fixed-term,0.48,2014-08-19,,Male,White,
S03107,Facilities,G5,Permanent,1.0,2015-11-06,,Male,Mixed,
S03108,Communications,G6,Permanent,1.0,2015-05-11,,Female,Asian,
S03109,Finance,G5,Permanent,1.0,2012-07-08,2015-07-08,Male,White,
S03110,HR,6,Permanent,1.0,2017-09-02,2022-09-01,Male,White,
S03111,Legal and Governance,G5,Permanent,1.0,2017-09-03,2021-09-02,Male,White,
S03112,Sales,G5,Permanent,1.0,2018-03-26,2022-03-25,Male,White,
S03113,Customer Services,G8,Permanent,1.0,2018-05-22,,Male,White,
S03114,Finance,G5,Permanent,1.0,2019-09-05,,Male,White,
S03115,Facilities,G4,Permanent,1.0,2012-05-06,,Female,Mixed,
S03116,Communications,G4,Fixed-term,1.0,2011-11-13,2015-11-12,Female,White,
S03117,Facilities,G9,Permanent,1.0,2018-04-11,,Male,White,
S03118,Commercial Services,G7,Permanent,1.0,2014-07-24,,Male,Asian,
S03119,Sales,G4,Fixed-term,1.0,2009-06-03,,Male,Mixed,2020-05-03
S03120,Sales,G5,Permanent,1.0,2024-02-24,,Female,White,
S03121,Legal and Governance,G8,Permanent,1.0,2012-03-20,,Male,White,
S03122,Sales,G5,Fixed-term,1.0,2023-02-09,,Female,Other,2024-01-07
S03123,Customer Services,G6,Fixed-term,1.0,2022-05-27,,Female,White,
S03124,Customer Services,G4,Permanent,1.0,2011-04-02,,Female,Asian,
S03125,Procurement,G4,Permanent,1.0,2018-01-03,,Female,White,
S03126,Sales,G5,Permanent,1.0,2024-11-15,,Female,White,
S03127,Finance,G3,Fixed-term,1.0,2023-09-27,,Male,White,
S03128,Customer Services,G5,Permanent,1.0,2019-02-13,2023-02-12,Other,White,
S03129,Estates,G5,Permanent,1.0,2018-08-12,,Male,White,
S03130,IT Services,G4,Permanent,1.0,2016-01-07,,Male,White,2019-11-01
S03131,Estates,G7,Permanent,1.0,2010-11-28,,Male,White,
S03132,Procurement,G4,Fixed-term,1.0,2018-03-29,,Male,White,2024-10-18
S03133,Research and Development,G7,Permanent,1.0,2010-02-26,,Female,White,
S03134,Procurement,G8,Permanent,1.0,2018-05-26,,Male,White,
S03135,Communications,G3,Permanent,1.0,2023-03-19,,Male,Asian,2024-08-18
S03136,Marketing,G5,Permanent,0.38,2018-10-06,2022-10-05,Female,Other,2024-11-04
S03137,Communications,G4,Permanent,1.0,2010-08-02,,Female,White,
S03138,Sales,G6,Permanent,1.0,2018-01-14,2021-01-13,Female,Mixed,
S03139,Customer Services,G7,Permanent,0.49,2012-04-30,,Male,White,
S03140,Procurement,G7,Permanent,0.25,2012-07-20,2016-07-19,Male,White,
S03141,Security,G8,Permanent,0.74,2011-10-02,,Other,White,
S03142,Legal and Governance,G6,Permanent,1.0,2019-12-05,,Female,Asian,
S03143,Procurement,G8,Permanent,1.0,2024-12-24,,Male,Black,
S03144,Facilities,G4,Permanent,0.71,2019-01-11,2022-01-10,Female,White,
S03145,Communications,G6,Permanent,0.3,2017-03-16,,Female,White,
S03146,Communications,G5,Fixed-term,1.0,2024-10-30,,Female,White,
S03147,Commercial Services,G7,Permanent,1.0,2018-12-25,,M,Asian,
S03148,Marketing,G4,Permanent,1.0,2012-12-09,,M,Asian,
S03149,Estates,G9,Permanent,0.43,2014-11-30,,Male,White,
S03150,Legal and Governance,G5,Permanent,1.0,2010-08-07,,Female,White,
S03151,Sales,G6,Permanent,1.0,2008-08-28,,Male,White,
S03152,Research and Development,G7,Fixed-term,0.26,2018-12-04,,Female,White,
S03153,Estates,G8,Permanent,0.31,2009-10-07,,Female,White,
S03154,Research and Development,G7,Permanent,1.0,2012-07-08,,Male,Asian,
S03155,HR,G5,Permanent,1.0,2014-10-25,,Male,White,
S03156,Security,Grade 3,Permanent,0.73,2014-02-24,,Male,White,
S03157,Legal and Governance,G8,Permanent,0.24,2008-02-03,,Female,White,
S03158,Communications,G5,Permanent,0.4,2022-01-21,,Female,White,
S03159,Finance,G5,Permanent,1.0,2023-09-27,,Female,Asian,
S03160,Sales,G5,Permanent,1.0,2021-03-13,2025-03-12,Female,Mixed,
S03161,Sales,G7,Fixed-term,1.0,2012-02-14,,Female,White,
S03162,HR,G5,Permanent,1.0,2024-01-28,,Other,White,
S03163,Facilities,G3,Permanent,1.0,2023-02-18,,Male,Black,
S03164,Procurement,G6,Fixed-term,1.0,2011-09-14,,Female,Mixed,2013-05-26
S03165,Marketing,G8,Permanent,1.0,2019-08-29,,Female,White,
S03166,Research and Development,G5,Fixed-term,1.0,2022-04-18,,Female,White,
S03167,Sales,G7,Permanent,0.69,2011-01-23,2014-01-22,Male,White,
S03168,Legal and Governance,G3,Permanent,1.0,2015-06-20,,Female,White,
S03169,Commercial Services,G4,Permanent,0.81,2019-11-02,,Female,White,
S03170,Customer Services,G6,Permanent,1.0,2021-11-04,,Female,White,
S03171,Communications,G5,Permanent,1.0,2020-07-08,2026-07-07,Male,White,
S03172,Legal and Governance,G3,Fixed-term,1.0,2013-08-22,,Female,Asian,
S03173,Sales,G4,Permanent,0.79,2015-09-14,,Male,White,
S03174,IT Services,G4,Permanent,1.0,2019-09-13,,Male,Asian,
S03175,Sales,G6,Permanent,0.23,2022-06-13,,Female,White,
S03176,Sales,G5,Permanent,1.0,2015-05-23,,Other,White,
S03177,Facilities,G5,Permanent,1.0,2016-09-21,,Male,White,
S03178,Estates,G6,Permanent,1.0,2012-10-13,2017-10-12,Female,White,
S03179,Planning,G6,Permanent,1.0,2023-01-19,,Male,White,
S03180,Estates,G9,Permanent,1.0,2017-10-28,,Male,White,
S03181,Communications,G7,Permanent,1.0,2009-03-13,2014-03-12,Male,Other,
S03182,Planning,G3,Permanent,1.0,2012-07-25,,Male,White,2022-07-06
S03183,Sales,G8,Permanent,1.0,2019-06-09,,Male,Black,
S03184,Finance,G5,Fixed-term,1.0,2014-09-12,,Female,Mixed,2017-08-06
S03185,Commercial Services,G5,Permanent,1.0,2008-05-04,,Female,Asian,
S03186,Planning,G3,Permanent,1.0,2014-07-12,,Female,White,
S03187,Communications,G6,Permanent,1.0,2009-04-20,2013-04-19,Male,White,
S03188,Legal and Governance,G7,Permanent,1.0,2018-03-15,,Female,White,
S03189,Marketing,G3,Fixed-term,1.0,2012-02-17,,Female,White,
S03190,Sales,G5,Permanent,1.0,2015-09-19,2020-09-17,Female,White,
S03191,HR,G5,Fixed-term,0.74,2016-04-11,2022-04-10,Male,White,
S03192,Commercial Services,G6,Permanent,1.0,2011-02-16,,Female,Asian,
S03193,Finance,G3,Permanent,1.0,2023-01-14,,Female,White,
S03194,Facilities,G4,Fixed-term,1.0,2015-03-07,,Female,Asian,2022-09-30
S03195,Estates,G9,Permanent,1.0,2021-04-13,,M,Asian,
S03196,Estates,G8,Permanent,1.0,2021-10-20,,Female,White,
S03197,Research and Development,G7,Permanent,1.0,2012-06-11,,Female,White,
S03198,Finance,G4,Fixed-term,1.0,2018-12-03,2022-12-02,Male,White,
S03199,Sales,G5,Permanent,0.65,2012-12-08,,Female,White,
S03200,Security,G6,Permanent,0.79,2017-12-07,,M,White,
S03201,Sales,G6,Permanent,1.0,2011-04-03,,Female,White,
S03202,Communications,G5,Permanent,1.0,2018-01-18,,Female,White,
S03203,Research and Development,G5,Permanent,1.0,2014-08-11,,Female,White,
S03204,Marketing,G6,Permanent,1.0,2022-10-15,,Male,Asian,
S03205,Finance,G4,Fixed-term,1.0,2013-08-28,2018-08-27,Male,White,2021-09-27
S03206,Planning,G3,Fixed-term,1.0,2018-04-24,,Male,White,2021-02-22
S03207,Customer Services,G8,Permanent,1.0,2019-06-01,,Female,Mixed,
S03208,Facilities,G4,Permanent,1.0,2019-10-27,,Female,White,
S03209,Sales,G4,Permanent,1.0,2015-12-18,,Male,White,
S03210,Research and Development,G7,Permanent,1.0,2021-11-06,,Male,Mixed,
S03211,Marketing,G3,Permanent,1.0,2012-02-25,,Female,White,
S03212,Estates,G4,Permanent,1.0,2022-12-16,,Male,Asian,
S03213,Facilities,G4,Permanent,1.0,2016-05-18,,Male,White,
S03214,Customer Services,G6,Permanent,0.31,2011-07-13,2014-07-12,F,Asian,
S03215,Communications,G6,Permanent,1.0,2009-11-29,,Male,White,
S03216,Marketing,G6,Permanent,1.0,2021-08-04,,Female,Mixed,
S03217,Sales,G8,Permanent,1.0,2019-08-22,,Male,White,
S03218,Estates,G7,Permanent,1.0,2022-06-26,,Male,White,
S03219,HR,G4,Permanent,1.0,2013-12-23,,Female,Asian,
S03220,Security,G5,Fixed-term,1.0,2009-07-02,2012-07-01,Male,Other,
S03221,IT Services,G5,Permanent,0.74,2019-10-18,2023-10-17,Female,White,
S03222,Finance,G4,Permanent,1.0,2012-05-20,,Male,Black,
S03223,IT Services,G6,Permanent,1.0,2024-11-06,,Female,Other,
S03224,HR,G5,Permanent,0.88,2012-10-14,,Female,White,
S03225,Planning,G4,Permanent,1.0,2018-11-26,,Female,White,
S03226,Communications,G7,Fixed-term,1.0,2023-09-22,,Female,White,
S03227,HR,G4,Permanent,0.87,2023-09-27,,Female,Asian,
S03228,Customer Services,G4,Fixed-term,1.0,2014-04-24,2020-04-22,Female,White,
S03229,Marketing,G5,Permanent,1.0,2024-01-03,,Female,White,
S03230,Communications,G5,Fixed-term,1.0,2015-11-15,,Female,White,
S03231,Finance,G8,Permanent,1.0,2019-01-21,,Male,Mixed,
S03232,Sales,G3,Fixed-term,1.0,2013-07-25,,Male,Asian,2024-06-26
S03233,Communications,G7,Fixed-term,1.0,2010-07-13,,Female,White,
S03234,Communications,G5,Permanent,1.0,2022-12-23,,Male,White,
S03235,Commercial Services,G3,Permanent,1.0,2022-08-12,,F,White,
S03236,Legal and Governance,G6,Permanent,1.0,2018-06-12,,Male,White,
S03237,Communications,G3,Fixed-term,0.28,2015-12-10,,Female,White,
S03238,Research and Development,G4,Permanent,1.0,2009-11-18,,Female,Mixed,
S03239,Estates,G6,Fixed-term,1.0,2023-10-29,,Male,White,2023-11-23
S03240,Commercial Services,G7,Permanent,1.0,2012-06-24,,Male,White,
S03241,Commercial Services,G4,Permanent,1.0,2008-06-23,,Male,Other,
S03242,Sales,G7,Permanent,1.0,2021-07-14,,Male,White,2024-10-14
S03243,Communications,G7,Permanent,1.0,2019-01-24,,Female,Black,
S03244,Security,G5,Permanent,1.0,2015-04-07,,Male,White,
S03245,Communications,G6,Fixed-term,1.0,2022-08-14,,Male,White,
S03246,Marketing,G8,Permanent,0.44,2014-05-03,,Female,White,
S03247,Communications,G6,Permanent,1.0,2024-04-10,,Male,White,
S03248,Customer Services,G6,Permanent,1.0,2016-02-10,,Male,Black,
S03249,Planning,G5,Permanent,1.0,2017-08-08,2023-08-07,Male,Asian,
S03250,Customer Services,G4,Permanent,1.0,2010-11-06,,Female,White,
S03251,IT Services,G6,Permanent,1.0,2020-10-22,,Male,White,
S03252,IT Services,G6,Permanent,1.0,2016-03-03,,Male,Mixed,
S03253,Commercial Services,G4,Fixed-term,1.0,2016-09-04,2022-09-03,Female,White,2024-02-26
S03254,Sales,G5,Fixed-term,1.0,2018-02-20,,Female,White,
S03255,Communications,G7,Fixed-term,1.0,2021-07-24,,Female,White,
S03256,Marketing,G5,Permanent,0.64,2011-09-14,,Female,Black,
S03257,Sales,G4,Permanent,1.0,2009-10-21,,Female,White,
S03258,Commercial Services,G6,Permanent,1.0,2014-03-27,,Male,White,2015-02-05
S03259,Legal and Governance,G6,Permanent,1.0,2021-04-29,,Male,White,
S03260,Marketing,G4,Fixed-term,1.0,2016-10-26,,Female,White,2018-08-21
S03261,Research and Development,G4,Permanent,1.0,2023-05-04,,Female,White,
S03262,Sales,G3,Permanent,1.0,2017-06-15,,Female,Black,
S03263,Research and Development,G4,Permanent,1.0,2012-11-07,2018-11-06,Male,White,
S03264,Security,G9,Permanent,1.0,2012-09-13,,Male,White,
S03265,Commercial Services,G7,Permanent,1.0,2022-12-03,,Female,Other,
S03266,Communications,G6,Permanent,0.41,2009-12-01,2015-11-30,Male,White,
S03267,Commercial Services,G7,Fixed-term,1.0,2016-05-15,,Male,Asian,
S03268,IT Services,G4,Fixed-term,0.85,2019-10-02,,F,White,
S03269,IT Services,G5,Fixed-term,0.78,2018-01-25,,Female,White,2018-02-10
S03270,Legal and Governance,G7,Permanent,1.0,2022-01-05,,Female,Asian,
S03271,Planning,G7,Permanent,1.0,2018-11-21,,Female,White,
S03272,Commercial Services,G4,Permanent,1.0,2011-02-18,,Female,White,
S03273,Commercial Services,G5,Permanent,1.0,2014-03-09,,Male,White,
S03274,Sales,G6,Permanent,1.0,2023-11-01,,Female,White,
S03275,Finance,G4,Permanent,1.0,2021-06-27,,Female,White,2023-01-21
S03276,Communications,G8,Permanent,1.0,2022-11-24,,M,White,
S03277,HR,G8,Permanent,1.0,2008-11-13,,Female,White,2019-09-23
S03278,Facilities,G8,Permanent,1.0,2022-09-01,,Female,White,
S03279,HR,G4,Permanent,1.0,2024-06-21,,Female,White,
S03280,Communications,G5,Permanent,1.0,2023-05-07,,Female,White,
S03281,IT Services,G7,Permanent,0.85,2024-06-26,,Male,White,2024-12-07
S03282,HR,G4,Permanent,1.0,2021-11-10,,Female,White,
S03283,IT Services,G6,Permanent,1.0,2009-03-09,,Female,White,
S03284,Legal and Governance,G4,Permanent,1.0,2018-10-18,,Female,White,
S03285,Communications,G4,Fixed-term,0.82,2016-12-10,,Male,Mixed,2018-12-06
S03286,HR,G4,Permanent,1.0,2016-04-20,,Female,White,
S03287,Communications,G5,Permanent,1.0,2011-12-20,,Female,Asian,
S03288,IT Services,G7,Permanent,1.0,2020-05-02,,Female,White,
S03289,Security,G8,Permanent,1.0,2017-01-29,,Male,Black,
S03290,HR,G3,Permanent,1.0,2016-11-20,,Female,White,
S03291,Security,G7,Permanent,1.0,2015-07-31,,Female,Mixed,
S03292,Sales,G5,Permanent,1.0,2012-04-04,,Male,White,
S03293,Estates,G8,Permanent,1.0,2022-02-03,,Male,Asian,
S03294,Marketing,G4,Fixed-term,0.75,2009-09-21,,Female,White,
S03295,Procurement,G6,Fixed-term,0.27,2016-07-29,,Male,White,2023-10-04
S03296,IT Services,G5,Permanent,1.0,2013-05-12,2017-05-11,Female,Asian,
S03297,Planning,G5,Permanent,1.0,2018-07-08,2022-07-07,Male,White,
S03298,HR,G4,Permanent,1.0,2012-04-04,,Female,White,
S03299,IT Services,G5,Permanent,1.0,2018-04-13,,Female,White,
S03300,IT Services,G6,Permanent,1.0,2010-12-11,,Male,White,
S03301,HR,G7,Permanent,1.0,2019-06-18,2025-06-16,Male,White,
S03302,Sales,G5,Permanent,1.0,2018-01-26,,Female,Other,
S03303,Customer Services,G5,Permanent,1.0,2013-12-17,,Female,White,
S03304,Marketing,7,Permanent,1.0,2023-01-09,,Female,White,
S03305,Research and Development,G7,Permanent,1.0,2018-03-16,,Male,White,
S03306,Marketing,G6,Permanent,1.0,2022-07-31,,Female,Asian,
S03307,Procurement,G4,Permanent,0.89,2021-12-15,,Female,Other,
S03308,Customer Services,G8,Permanent,0.72,2020-07-16,,Female,White,2020-10-22
S03309,Planning,G7,Permanent,1.0,2024-11-11,,Male,White,
S03310,HR,G5,Fixed-term,1.0,2021-12-13,,Male,White,
S03311,Estates,G3,Permanent,1.0,2014-10-15,,Female,White,
S03312,Research and Development,G4,Permanent,1.0,2012-08-28,2016-08-27,Male,White,
S03313,Commercial Services,G6,Permanent,1.0,2019-11-09,2023-11-08,Male,White,
S03314,IT Services,G6,Permanent,1.0,2008-11-17,,Male,White,
S03315,Sales,G7,Permanent,1.0,2019-12-14,2023-12-13,Female,Mixed,2024-04-03
S03316,Finance,G5,Permanent,1.0,2012-02-27,,Female,White,
S03317,Facilities,G5,Permanent,1.0,2016-10-21,2019-10-21,Male,White,
S03318,Planning,G3,Permanent,1.0,2022-04-19,,Male,White,
S03319,Commercial Services,G6,Permanent,1.0,2021-02-28,2026-02-27,Female,White,
S03320,Finance,G8,Permanent,1.0,2020-10-09,,Female,White,
S03321,Communications,G3,Permanent,1.0,2019-09-24,,Male,Black,2024-08-08
S03322,Legal and Governance,G4,Permanent,1.0,2010-12-08,2014-12-07,Female,White,
S03323,IT Services,G7,Permanent,0.87,2020-07-15,,Male,White,
S03324,Estates,G5,Fixed-term,1.0,2012-04-20,,Female,White,2020-12-18
S03325,Estates,G4,Fixed-term,1.0,2024-08-27,,Male,White,
S03326,IT Services,G3,Permanent,1.0,2016-05-11,,Female,White,
S03327,Legal and Governance,G4,Permanent,1.0,2021-06-23,,Female,White,
S03328,IT Services,G6,Permanent,1.0,2010-12-07,,Male,White,
S03329,Sales,G5,Permanent,1.0,2017-02-01,,Female,White,
S03330,Procurement,G5,Fixed-term,1.0,2024-11-29,,Female,White,
S03331,Sales,G4,Fixed-term,1.0,2010-03-25,,Female,Mixed,
S03332,Finance,G4,Permanent,1.0,2022-10-08,,Female,Mixed,
